City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,urengoy,65.9667,78.3667,-10.72,99,96,1.04,RU,1730173935
283,syktyvkar,61.6764,50.8099,-1.15,100,40,3.0,RU,1730173936
284,nar'yan-mar,67.6713,53.087,1.05,84,100,6.85,RU,1730173939
285,marka,1.7159,44.7717,26.08,75,95,3.75,SO,1730173941
286,east end,34.5507,-92.341,23.22,58,46,4.76,US,1730173942
287,bandipura,34.4167,74.65,16.78,60,100,2.39,IN,1730173943
288,sidi khaled,34.387,4.9879,20.55,56,100,4.93,DZ,1730173944
289,nioki,-2.7167,17.6833,21.71,96,100,1.15,CD,1730173945
290,zavodskoy,43.4597,132.2922,11.77,58,75,6.0,RU,1730173946
291,maragogi,-9.0122,-35.2225,24.76,77,55,4.23,BR,1730173947
292,dubbo,-32.25,148.6167,28.07,26,0,3.6,AU,1730173948
293,ibshaway,29.358,30.6814,18.44,69,32,5.35,EG,1730173950
294,palmer,42.1584,-72.3287,4.73,79,77,1.33,US,1730173951
295,chagoda,59.164,35.3285,5.12,88,100,2.8,RU,1730173952
296,ketchikan,55.3422,-131.6461,6.3,81,100,1.54,US,1730173953
297,rosario oeste,-14.8361,-56.4275,23.4,95,100,0.76,BR,1730173954
298,ewo,-0.8725,14.8206,21.67,96,83,1.92,CG,1730173955
299,la mira,18.035,-102.3266,24.61,87,0,1.86,MX,1730173956
300,yarmouth,41.7057,-70.2286,-0.94,86,0,0.0,US,1730173958
301,ternate,0.8,127.4,29.4,71,85,3.99,ID,1730173959
302,sengkang,-4.1279,120.0297,36.14,35,55,4.72,ID,1730173960
303,broken hill,-31.95,141.4333,25.69,19,0,4.44,AU,1730173961
304,bouna,9.2667,-3.0,22.92,74,94,0.8,CI,1730173962
305,kani keli,-12.9536,45.1033,27.59,79,79,4.57,YT,1730173964
306,bonthe,7.5264,-12.505,25.24,89,39,1.42,SL,1730173966
307,san francisco de la paz,14.9,-86.2,20.06,96,93,1.08,HN,1730173967
308,woodland park,40.8898,-74.1949,12.54,74,0,1.54,US,1730173968
309,rundu,-17.9333,19.7667,14.78,11,4,2.19,NA,1730173969
310,hobyo,5.3505,48.5268,26.24,77,99,2.11,SO,1730173970
311,kasangulu,-4.5911,15.1708,22.31,95,100,1.02,CD,1730173971
312,minervino murge,41.0843,16.0784,13.4,96,10,2.32,IT,1730173972
313,jalai nur,49.45,117.7,7.67,44,27,3.77,CN,1730173973
314,bengkulu,-3.8004,102.2655,30.02,62,8,3.7,ID,1730173975
315,tadine,-21.55,167.8833,23.52,72,100,5.22,NC,1730173976
316,melilla,35.2937,-2.9383,16.21,88,40,0.0,ES,1730173977
317,east london,-33.0153,27.9116,16.52,72,0,3.09,ZA,1730173978
318,kenai,60.5544,-151.2583,-0.48,98,100,7.72,US,1730173979
319,la passe,45.5549,-0.8967,12.91,92,11,2.54,FR,1730173980
320,erdemli,36.605,34.3084,18.82,30,64,2.62,TR,1730173981
321,iquique,-20.2208,-70.1431,16.88,78,2,1.32,CL,1730173982
322,lemvig,56.5486,8.3102,11.34,94,96,2.16,DK,1730173984
323,kapuskasing,49.4169,-82.4331,4.05,75,100,8.23,CA,1730173985
324,corn island,12.1694,-83.0418,27.23,81,100,4.23,NI,1730173986
325,sao vicente,-23.9631,-46.3919,20.55,26,100,1.11,BR,1730173987
326,sisimiut,66.9395,-53.6735,-9.96,63,53,3.96,GL,1730173988
327,puerto lempira,15.2667,-83.7667,25.85,85,100,0.82,HN,1730173989
328,hassi messaoud,31.6804,6.0729,20.92,40,40,4.12,DZ,1730173990
329,carbonear,47.7332,-53.2148,1.3,89,22,4.57,CA,1730173992
330,abra pampa,-22.7205,-65.697,11.11,64,61,5.93,AR,1730173993
331,krasnoarmeysk,51.0239,45.6969,5.59,91,100,2.05,RU,1730173994
332,callao,-12.0667,-77.15,17.16,82,75,5.14,PE,1730173995
333,polyarnyye zori,67.3661,32.4981,-1.85,80,23,3.62,RU,1730173996
334,vila velha,-20.3297,-40.2925,20.97,96,75,3.13,BR,1730173997
335,charlestown,-32.95,151.6667,22.45,64,27,1.34,AU,1730173998
336,san ignacio,17.1561,-89.0714,19.08,88,75,7.2,BZ,1730173999
337,aykhal,66.0,111.5,-18.35,99,100,2.38,RU,1730174001
338,benjamin aceval,-24.9667,-57.5667,26.22,41,3,2.24,PY,1730174002
339,conceicao da feira,-12.5058,-38.9986,20.04,98,6,1.4,BR,1730174003
340,roses,42.262,3.1769,17.4,93,100,0.89,ES,1730174004
341,tudela de duero,41.5845,-4.5809,10.93,89,14,5.73,ES,1730174005
342,oamaru,-45.0784,170.9801,13.54,75,100,3.43,NZ,1730174006
343,margate,51.3813,1.3862,14.37,91,84,0.45,GB,1730174007
344,mejit,10.2753,170.8646,29.15,75,97,5.69,MH,1730174009
345,carnarvon,-24.8667,113.6333,26.7,56,0,7.4,AU,1730174010
346,punta de bombon,-17.1717,-71.7931,17.25,84,97,1.68,PE,1730174011
347,dalandzadgad,43.5708,104.425,9.71,28,100,1.73,MN,1730174012
348,cestos city,5.46,-9.5828,25.27,86,99,1.38,LR,1730174013
349,rongelap,11.1635,166.8941,28.81,75,77,3.54,MH,1730174014
350,bubaque,11.2833,-15.8333,28.35,69,8,3.26,GW,1730174015
351,okeechobee,27.2439,-80.8298,20.57,74,100,3.19,US,1730174017
352,bakaly,55.1789,53.8028,2.05,76,100,1.93,RU,1730174018
353,naze,28.3667,129.4833,24.51,85,81,2.92,JP,1730174019
354,karratha,-20.7377,116.8463,35.16,37,6,5.2,AU,1730174020
355,berdigestyakh,62.0989,126.6992,-10.73,91,100,1.76,RU,1730174021
356,maru,12.3342,6.4057,23.28,24,4,3.43,NG,1730174023
357,codrington,-38.2667,141.9667,16.35,66,84,5.92,AU,1730174024
358,port moresby,-9.4431,147.1797,32.68,58,40,7.72,PG,1730174025
359,sicuani,-14.2694,-71.2261,11.06,75,99,1.98,PE,1730174026
360,bairnsdale,-37.8333,147.6167,21.7,51,32,1.34,AU,1730174027
361,peace river,56.2501,-117.286,-0.83,86,100,3.09,CA,1730174028
362,soure,-0.7167,-48.5233,26.67,78,76,3.97,BR,1730174029
363,ust-tsilma,65.441,52.1498,2.06,85,96,4.1,RU,1730174031
364,geraldton,-28.7667,114.6,30.23,35,0,6.17,AU,1730174032
365,brookings,44.3114,-96.7984,14.54,61,0,0.0,US,1730173745
366,okakarara,-20.5833,17.4333,8.96,34,0,1.98,NA,1730174035
367,al kharijah,25.4514,30.5464,16.98,63,20,3.49,EG,1730174036
368,waingapu,-9.6567,120.2641,32.65,55,13,7.99,ID,1730174037
369,el granada,37.5027,-122.4694,13.8,82,100,10.29,US,1730173845
370,new norfolk,-42.7826,147.0587,21.51,49,50,3.28,AU,1730174040
371,nagqu,31.5,92.0,9.25,18,0,5.38,CN,1730174041
372,kapit,2.0167,112.9333,35.37,45,82,0.22,MY,1730174042
373,springbok,-29.6643,17.8865,8.08,92,65,1.29,ZA,1730174043
374,punta arenas,-53.15,-70.9167,7.06,76,0,8.75,CL,1730174044
375,holyhead,53.3062,-4.6321,13.0,94,100,2.57,GB,1730174045
376,kalabo,-14.97,22.6814,19.25,81,18,1.06,ZM,1730174046
377,xai-xai,-25.0519,33.6442,23.91,89,100,2.72,MZ,1730174048
378,nouadhibou,20.931,-17.0347,19.18,85,9,6.92,MR,1730174049
379,griffith,41.5284,-87.4237,18.3,60,0,6.69,US,1730174050
380,willowmore,-33.2926,23.4895,13.15,85,100,8.11,ZA,1730174051
381,susuman,62.7833,148.1667,-13.85,87,100,1.31,RU,1730174052
382,key west,24.5557,-81.7826,27.0,74,40,6.69,US,1730174053
383,reggane,26.7158,0.1714,25.66,22,100,2.74,DZ,1730174054
384,el alto,-4.2714,-81.2147,17.5,85,91,6.49,PE,1730174056
385,i-n-salah,27.1935,2.4607,26.44,23,98,2.79,DZ,1730174057
386,shingu,33.7333,135.9833,18.79,98,100,4.11,JP,1730174058
387,koronowo,53.3137,17.937,12.05,96,100,2.14,PL,1730174059
388,puerto deseado,-47.7503,-65.8938,10.77,67,5,2.58,AR,1730174060
389,weno,7.4515,151.8468,31.97,84,40,3.09,FM,1730174062
390,wanning,18.8003,110.3967,25.16,91,100,5.86,CN,1730174063
391,shache,38.4167,77.2406,13.66,39,49,2.39,CN,1730174065
392,amahai,-3.3333,128.9167,29.15,72,93,4.33,ID,1730174066
393,zhuanghe,39.7008,122.9911,15.6,44,96,2.8,CN,1730174067
394,chilliwack,49.1747,-121.9443,9.03,98,100,0.51,CA,1730173843
395,krasnokamensk,50.0979,118.0369,5.24,52,10,2.26,RU,1730174069
396,klaksvik,62.2266,-6.589,10.29,92,100,10.97,FO,1730174070
397,mahbubnagar,16.7333,77.9833,25.29,64,95,1.05,IN,1730174071
398,boyolangu,-8.1181,111.8935,31.9,52,8,4.81,ID,1730174072
399,la sarre,48.8002,-79.1996,0.82,50,100,5.35,CA,1730174074
400,pendleton,45.6721,-118.7886,8.94,71,9,3.13,US,1730174075
401,enewetak,11.3474,162.3373,28.84,74,81,5.21,MH,1730174076
402,battambang,13.1027,103.1982,29.31,67,51,0.3,KH,1730174077
403,labasa,-16.4167,179.3833,26.7,64,99,3.76,FJ,1730174078
404,cruz alta,-28.6386,-53.6064,16.09,85,0,3.68,BR,1730174079
405,sola,-13.8833,167.55,28.37,84,75,0.0,VU,1730174080
406,hirara,24.8,125.2833,25.15,94,75,12.86,JP,1730174082
407,ad-damazin,11.7891,34.3592,23.82,81,40,3.49,SD,1730174083
408,praia da vitoria,38.7333,-27.0667,18.14,82,75,2.83,PT,1730174084
409,slave lake,55.2834,-114.769,-0.01,74,100,4.63,CA,1730174085
410,port alfred,-33.5906,26.891,14.54,95,71,2.68,ZA,1730174086
411,ekangala,-25.6962,28.7492,12.55,30,76,3.97,ZA,1730174087
412,bodaybo,57.8506,114.1933,-0.11,89,99,0.43,RU,1730174088
413,portland,45.5234,-122.6762,10.34,94,75,0.45,US,1730173839
414,solnechnyy,50.7214,136.6319,5.37,40,0,0.84,RU,1730174091
415,mahenge,-8.6833,36.7167,19.27,84,34,1.69,TZ,1730174092
416,hadibu,12.65,54.0333,25.98,71,6,1.86,YE,1730174093
417,quang ngai,15.1167,108.8,25.69,85,99,2.53,VN,1730174094
418,layou,13.2,-61.2667,27.47,79,100,2.48,VC,1730174095
419,subiaco,41.9254,13.0941,15.23,93,42,1.75,IT,1730174096
420,guerrero negro,27.9769,-114.0611,18.59,88,0,7.55,MX,1730174097
421,belmonte,-15.8631,-38.8828,23.24,89,9,0.71,BR,1730174099
422,duyun,26.2667,107.5167,21.31,53,0,1.88,CN,1730174100
423,kyzyl,51.7,94.45,6.14,54,100,5.23,RU,1730174101
424,fish town,5.1964,-7.8756,22.14,99,100,1.13,LR,1730174102
425,puerto san jose,13.9256,-90.8244,25.57,88,99,1.12,GT,1730174103
426,zhangjiajie,29.1294,110.4783,24.09,43,0,1.37,CN,1730174104
427,mantua,45.1667,10.7833,13.32,98,4,1.34,IT,1730174105
428,dryden,49.7833,-92.7503,9.16,81,20,3.09,CA,1730174106
429,gadzhiyevo,69.2551,33.3362,2.48,74,22,11.9,RU,1730174108
430,madras,13.0878,80.2785,30.48,82,40,4.02,IN,1730174100
431,san patricio,28.017,-97.5169,25.97,74,0,6.76,US,1730174110
432,carutapera,-1.195,-46.02,26.05,76,3,4.28,BR,1730174111
433,machico,32.7,-16.7667,19.84,79,75,6.17,PT,1730174112
434,santa maria,-29.6842,-53.8069,15.61,100,0,0.51,BR,1730174113
435,itagiba,-14.2836,-39.8428,19.66,99,17,0.35,BR,1730174114
436,mayantoc,15.6199,120.377,29.87,73,79,4.48,PH,1730174115
437,qamdo,31.1667,97.2333,9.53,29,81,3.66,CN,1730174117
438,kasongo-lunda,-6.4667,16.8167,21.72,98,100,0.91,CD,1730174118
439,itamaraca,-7.7478,-34.8256,24.89,80,62,5.42,BR,1730174119
440,usogorsk,63.4106,48.6872,1.77,97,100,3.9,RU,1730174120
441,kurumkan,54.3,110.3,1.58,96,100,0.81,RU,1730174121
442,wilmslow,53.328,-2.2315,12.85,94,100,2.57,GB,1730174122
443,yaren,-0.5472,166.916,28.59,72,3,3.76,NR,1730174123
444,selfoss,63.9331,-20.9971,5.02,96,100,2.4,IS,1730174124
445,lamu,-2.2717,40.902,25.98,76,34,3.67,KE,1730174126
446,fortuna,40.5982,-124.1573,10.55,94,75,3.09,US,1730174127
447,guadalupe y calvo,26.1,-106.9667,10.7,60,0,1.89,MX,1730174128
448,arraial do cabo,-22.9661,-42.0278,21.63,86,100,5.53,BR,1730174129
449,sabang,5.8933,95.3214,28.36,76,67,8.91,ID,1730174130
450,nemuro,43.3236,145.575,9.83,51,4,2.97,JP,1730174131
451,puerto baquerizo moreno,-0.9,-89.6,19.96,81,88,4.42,EC,1730174132
452,el nido,11.1858,119.3956,31.19,76,99,6.81,PH,1730174134
453,burang,30.25,81.1667,5.47,42,0,2.19,CN,1730174135
454,mugia,43.1041,-9.2179,12.17,85,35,9.0,ES,1730174136
455,coahuayana de hidalgo,18.7,-103.6583,24.83,91,1,1.59,MX,1730174137
456,huarmey,-10.0681,-78.1522,18.02,87,100,3.8,PE,1730174138
457,pyapon,16.2833,95.6833,30.01,77,23,2.83,MM,1730174139
458,natitingou,10.3042,1.3796,21.91,57,100,1.16,BJ,1730174140
459,necochea,-38.5473,-58.7368,13.71,77,1,1.19,AR,1730174141
460,yigo village,13.5361,144.8886,29.86,77,75,4.12,GU,1730174143
461,walvis bay,-22.9575,14.5053,9.53,100,100,4.63,NA,1730174144
462,dabakala,8.3667,-4.4333,23.02,95,100,1.55,CI,1730174145
463,tazacorte,28.629,-17.9293,18.54,68,0,4.12,ES,1730174146
464,rehoboth,-23.3167,17.0833,7.76,30,0,1.89,NA,1730174147
465,okha,53.5739,142.9478,1.04,58,69,7.61,RU,1730174148
466,jumla,29.2747,82.1838,15.96,47,8,1.56,NP,1730174149
467,taytay,14.5678,121.1394,31.1,73,40,5.14,PH,1730174151
468,malango,-2.9627,119.9001,30.26,47,46,2.15,ID,1730174152
469,nizhniy odes,63.6445,54.856,1.36,78,100,3.77,RU,1730174154
470,namibe,-15.1961,12.1522,17.41,85,6,0.47,AO,1730174155
471,mahavelona,-17.6848,49.5087,25.15,85,7,1.02,MG,1730174156
472,pandan,14.0453,124.1694,28.39,76,100,8.17,PH,1730174158
473,lamar,33.6668,-95.5836,22.95,71,0,4.63,US,1730174159
474,san jose de mayo,-34.3375,-56.7136,16.33,81,0,3.44,UY,1730174160
475,leh,34.1667,77.5833,2.85,46,8,2.69,IN,1730174161
476,caleta olivia,-46.4393,-67.5281,15.4,45,8,7.85,AR,1730174162
477,banff,51.1762,-115.5698,0.21,86,90,1.54,CA,1730174163
478,haridwar,29.9667,78.1667,22.44,59,0,0.16,IN,1730174164
479,chengyang,27.0892,119.6453,25.84,59,82,0.99,CN,1730174166
480,orcopampa,-15.2661,-72.3417,6.47,94,100,1.88,PE,1730174167
481,aconibe,1.2968,10.9369,19.95,100,100,0.71,GQ,1730174169
482,shakiso,5.75,38.9167,14.74,97,51,1.33,ET,1730174170
483,akureyri,65.6835,-18.0878,4.96,75,75,3.09,IS,1730174171
484,san antonio de pale,-1.4014,5.6325,25.42,83,100,5.47,GQ,1730174172
485,kuusamo,65.9667,29.1833,-1.98,86,0,4.12,FI,1730174174
486,kimbe,-5.5502,150.1429,29.82,73,61,1.96,PG,1730174175
487,nikolayevsk-on-amure,53.1406,140.73,1.53,68,82,4.28,RU,1730174176
488,nenjiang,49.1833,125.2167,6.37,74,100,4.53,CN,1730174177
489,mogocha,53.7333,119.7667,1.96,60,15,1.12,RU,1730174178
490,kharan,28.5833,65.4167,19.28,37,0,2.06,PK,1730174179
491,iron river,46.0927,-88.6423,11.44,63,100,5.16,US,1730174182
492,kangding,30.0513,101.9603,17.29,52,54,1.39,CN,1730174183
493,waiuku,-37.25,174.75,20.81,66,81,5.76,NZ,1730174184
494,san juan de miraflores,-12.1629,-76.9635,16.29,88,45,4.3,PE,1730174185
495,cuamba,-14.8031,36.5372,24.89,55,27,2.95,MZ,1730174186
496,baley,51.6,116.6333,3.01,64,23,2.06,RU,1730174187
497,castillos,-34.1667,-53.8333,12.86,84,0,2.05,UY,1730174188
498,alagoinhas,-12.1356,-38.4192,20.27,97,5,1.25,BR,1730174022
499,kirensk,57.7853,108.1119,1.1,92,91,0.23,RU,1730174191
500,kodinsk,58.6881,99.1844,0.87,91,100,1.78,RU,1730174192
501,cadale,2.7603,46.3222,25.52,79,26,2.79,SO,1730174193
502,ngaruawahia,-37.6674,175.1555,19.55,68,77,7.15,NZ,1730174194
503,maracacume,-2.0428,-45.9592,22.39,91,0,1.62,BR,1730174195
504,huai khot,15.2909,99.6166,30.3,68,31,1.75,TH,1730174196
505,mwanza,-2.5167,32.9,22.57,74,100,1.37,TZ,1730174197
506,tomatlan,19.9333,-105.25,22.62,92,0,1.36,MX,1730174199
507,carloforte,39.145,8.3058,18.98,83,42,5.74,IT,1730174200
508,tongouson,5.0214,120.1328,29.15,70,100,3.48,PH,1730174201
509,selkirk,50.1436,-96.8845,8.43,73,29,0.89,CA,1730174202
510,mayahi,13.9553,7.6712,24.37,17,9,3.78,NE,1730174203
511,zheshart,62.0731,49.5733,1.51,89,77,3.92,RU,1730174204
512,kilindoni,-7.9139,39.6668,27.12,76,7,1.63,TZ,1730174205
513,calama,-22.4667,-68.9333,12.27,14,0,2.06,CL,1730174207
514,dakhla,23.6848,-15.958,19.14,88,0,6.21,EH,1730174208
515,polyarnyy,69.1989,33.4478,2.34,76,19,11.49,RU,1730174209
516,taoudenni,22.6783,-3.9836,23.38,29,36,3.65,ML,1730174211
517,waddan,29.1614,16.139,18.84,40,0,2.73,LY,1730174212
518,gargalianoi,37.0667,21.6333,15.87,60,47,2.24,GR,1730174213
519,kapa'a,22.0752,-159.319,26.18,88,75,6.69,US,1730174214
520,sabha,27.0377,14.4283,18.76,32,52,4.35,LY,1730174216
521,pacasmayo,-7.4006,-79.5714,17.54,85,85,4.41,PE,1730174217
522,guarapari,-20.6667,-40.4975,21.33,96,100,2.48,BR,1730174218
523,moyale,3.5167,39.0584,21.35,75,100,2.25,KE,1730174219
524,chifeng,42.2683,118.9636,14.06,41,35,8.54,CN,1730174220
525,truth or consequences,33.1284,-107.2528,23.13,18,0,1.54,US,1730174221
526,south hedland,-20.4089,118.5983,35.96,38,43,6.17,AU,1730174222
527,fort-shevchenko,44.5086,50.263,9.88,64,100,1.55,KZ,1730174223
528,sihanoukville,10.6093,103.5296,28.97,79,40,1.54,KH,1730174225
529,port elizabeth,-33.918,25.5701,16.29,99,100,8.75,ZA,1730174226
530,ancud,-41.8697,-73.8203,8.93,92,38,2.01,CL,1730174227
531,masterton,-40.9597,175.6575,13.58,77,100,3.12,NZ,1730174228
532,schweizer-reneke,-27.1887,25.3293,8.91,75,0,2.44,ZA,1730174229
533,vorkuta,67.5,64.0,-2.43,96,100,4.88,RU,1730174230
534,flying fish cove,-10.4217,105.6791,26.82,78,75,5.14,CX,1730174231
535,usinsk,65.9939,57.5281,-1.1,90,52,8.23,RU,1730174233
536,tsengel,49.4783,100.8894,2.72,62,100,1.69,MN,1730174235
537,igrim,63.1906,64.4162,-1.51,86,90,2.76,RU,1730174236
538,tangalle,6.024,80.7911,30.1,64,88,4.64,LK,1730174237
539,saliste,45.7963,23.8868,9.36,87,75,0.51,RO,1730174238
540,norman gardens,-23.3224,150.5393,31.29,33,23,4.63,AU,1730174239
541,samarinda,-0.5,117.15,33.98,51,48,0.68,ID,1730174241
542,hawera,-39.5917,174.2833,12.65,88,100,5.89,NZ,1730174242
543,landeck,47.1301,10.5636,11.23,82,13,0.45,AT,1730174243
544,nuuk,64.1835,-51.7216,-3.4,73,99,1.79,GL,1730174244
545,great falls,47.5002,-111.3008,4.27,59,0,4.63,US,1730174245
546,mangalam,9.7667,78.6667,30.06,61,99,2.14,IN,1730174246
547,el fasher,13.6279,25.3494,22.3,19,6,2.75,SD,1730174247
548,riyadh,24.6877,46.7219,20.43,33,12,2.01,SA,1730174249
549,urzhar,47.093,81.6294,4.38,69,100,2.33,KZ,1730174250
550,labytnangi,66.6572,66.4183,-7.63,93,58,2.39,RU,1730174251
551,pistoia,43.9667,10.8333,12.14,93,53,1.34,IT,1730174253
552,mutki,38.4094,41.9186,5.06,51,0,2.59,TR,1730174254
553,cooper's town,26.8667,-77.5167,24.73,74,100,8.5,BS,1730174256
554,changsha,28.2,112.9667,20.09,54,100,1.2,CN,1730174257
555,dunedin,-45.8742,170.5036,12.11,72,77,1.34,NZ,1730174258
556,alofi,-19.0595,-169.9187,26.94,65,40,6.17,NU,1730174259
557,berezovo,63.9381,65.0419,-4.44,96,97,2.36,RU,1730174260
558,kokpekty,48.75,82.4,4.6,55,100,6.55,KZ,1730174261
559,tobruk,32.0836,23.9764,20.18,63,12,5.41,LY,1730174262
560,baruun-urt,46.6806,113.2792,5.08,59,23,2.08,MN,1730174263
561,villa gesell,-37.2639,-56.973,17.69,67,1,5.56,AR,1730174265
562,mount pearl,47.5166,-52.7813,2.4,88,20,4.63,CA,1730174266
563,amalapuram,16.5833,82.0167,31.65,55,49,0.69,IN,1730174267
564,motygino,58.1831,94.7592,2.37,96,100,2.41,RU,1730174268
565,pucheng,27.9233,118.5333,22.73,60,90,2.1,CN,1730174269
